description;volume;page;plate;polygon;areacolor;link;angleOfView;coord-x;coord-y;height-percent;extent-width;extent-height-percent
;;;;394,161,405,219;2;;270;209;245.19;81.46;10.81;6.18
;;;;478,192,518,202;2;;180;203.5;248.54;67.16;4.5;29.85
;;;;386,161,391,219;0;;270;209;245.19;93.82;10.81;2.81
;;;;408,161,447,178;0;;270;209;237.54;50;3.17;21.91
;;;;450,161,453,178;0;;270;209;237.54;23.03;3.17;1.69
;;;;456,161,468,178;0;;270;209;237.54;11.24;3.17;6.74
;;;;408,203,447,219;0;;270;209;253.02;50;2.98;21.91
;;;;450,203,453,219;0;;270;209;253.02;23.03;2.98;1.69
;;;;456,203,468,219;0;;270;209;253.02;11.24;2.98;6.74
;;;;520,192,524,202;0;;180;203.5;248.54;31.34;4.5;2.99
;;;;526,192,539,202;0;;180;203.5;248.54;15.67;4.5;9.7
