description;volume;page;plate;polygon;areacolor;link;angleOfView;coord-x;coord-y;height-percent;extent-width;extent-height-percent
;;;;86,254,104,285;2;;270;146.61;434.55;73.55;8.45;7.44
;;;;106,254,125,285;2;;270;146.61;434.55;56.61;8.45;7.85
;;;;127,254,144,285;2;;270;146.61;434.55;40.08;8.45;7.02
;;;;146,254,163,285;2;;270;146.61;434.55;24.38;8.45;7.02
;;;;537,256,554,285;2;;90;338.39;435.09;39.26;7.91;7.02
;;;;556,256,575,285;2;;90;338.39;435.09;55.79;7.91;7.85
;;;;577,256,595,285;2;;90;338.39;435.09;72.73;7.91;7.44
;;;;518,270,535,285;2;;90;338.39;438.91;23.55;4.09;7.02
;;;;311,286,323,295;2;;180;227.84;442.45;5.51;3.66;3.81
;;;;358,286,370,295;2;;180;256.55;442.45;5.51;3.66;3.81
;;;;203,300,221,319;2;;180;163.71;442.45;21.61;5.5;8.05
;;;;282,300,298,319;2;;180;211.35;442.45;21.61;4.89;8.05
;;;;311,300,323,316;2;;180;227.84;442.45;20.34;3.66;6.78
;;;;358,300,370,316;2;;180;256.55;442.45;20.34;3.66;6.78
;;;;383,300,399,319;2;;180;273.04;442.45;21.61;4.89;8.05
;;;;460,300,478,319;2;;180;320.68;442.45;21.61;5.5;8.05
;;;;311,317,323,333;2;;180;227.84;442.45;34.75;3.66;6.78
;;;;358,317,370,333;2;;180;256.55;442.45;34.75;3.66;6.78
;;;;223,320,240,334;2;;180;175.62;442.45;36.44;5.19;5.93
;;;;262,320,280,334;2;;180;199.75;442.45;36.44;5.5;5.93
;;;;300,320,309,334;2;;180;220.21;442.45;36.44;2.75;5.93
;;;;372,320,381,334;2;;180;264.18;442.45;36.44;2.75;5.93
;;;;401,320,419,334;2;;180;284.64;442.45;36.44;5.5;5.93
;;;;441,320,458,334;2;;180;308.77;442.45;36.44;5.19;5.93
;;;;311,334,323,348;2;;180;227.84;442.45;48.31;3.66;5.93
;;;;358,334,370,348;2;;180;256.55;442.45;48.31;3.66;5.93
;;;;311,349,323,366;2;;180;227.84;442.45;62.29;3.66;7.2
;;;;358,349,370,366;2;;180;256.55;442.45;62.29;3.66;7.2
;;;;311,367,325,376;2;;180;228.45;442.45;74.15;4.28;3.81
;;;;356,367,370,376;2;;180;255.94;442.45;74.15;4.28;3.81
;;;;183,387,252,396;2;;180;167.07;442.45;91.1;21.07;3.81
;;;;254,387,296,396;2;;180;202.19;442.45;91.1;12.83;3.81
;;;;298,387,339,396;2;;180;228.76;442.45;91.1;12.52;3.81
;;;;341,387,382,396;2;;180;255.02;442.45;91.1;12.52;3.81
;;;;385,387,425,396;2;;180;281.59;442.45;91.1;12.22;3.81
;;;;427,387,498,396;2;;180;316.71;442.45;91.1;21.68;3.81
;;;;183,26,498,30;0;;0;242.19;365.55;96.64;96.19;1.68
;;;;183,41,301,44;0;;0;182.03;365.55;84.45;36.03;1.26
;;;;380,41,498,44;0;;0;302.35;365.55;84.45;36.03;1.26
;;;;183,121,301,124;0;;0;182.03;365.55;17.23;36.03;1.26
;;;;380,121,498,124;0;;0;302.35;365.55;17.23;36.03;1.26
;;;;183,125,301,141;0;;0;182.03;365.55;8.4;36.03;6.72
;;;;380,125,498,141;0;;0;302.35;365.55;8.4;36.03;6.72
;;;;72,142,80,285;0;;270;146.61;404;89.26;39;3.31
;;;;82,142,84,285;0;;270;146.61;404;83.47;39;0.83
;;;;165,142,167,285;0;;270;146.61;404;14.88;39;0.83
;;;;169,142,181,285;0;;270;146.61;404;7.44;39;4.96
;;;;500,142,512,187;0;;90;338.39;377.27;6.61;12.27;4.96
;;;;514,142,516,187;0;;90;338.39;377.27;14.05;12.27;0.83
;;;;597,142,599,285;0;;90;338.39;404;82.64;39;0.83
;;;;601,142,609,285;0;;90;338.39;404;88.43;39;3.31
;;;;500,188,531,194;0;;90;338.39;391.73;14.46;1.64;12.81
;;;;533,188,541,214;0;;90;338.39;397.18;32.23;7.09;3.31
;;;;500,208,531,214;0;;90;338.39;402.64;14.46;1.64;12.81
;;;;500,215,512,285;0;;90;338.39;423.91;6.61;19.09;4.96
;;;;514,215,516,285;0;;90;338.39;423.91;14.05;19.09;0.83
;;;;183,286,201,385;0;;180;151.5;442.45;43.64;5.5;41.95
;;;;203,286,221,295;0;;180;163.71;442.45;5.51;5.5;3.81
;;;;223,286,235,318;0;;180;174.09;442.45;15.25;3.66;13.56
;;;;237,286,241,318;0;;180;180.2;442.45;15.25;1.22;13.56
;;;;243,286,248,300;0;;180;184.17;442.45;7.63;1.53;5.93
;;;;261,286,268,300;0;;180;195.78;442.45;7.63;2.14;5.93
;;;;270,286,280,318;0;;180;202.19;442.45;15.25;3.05;13.56
;;;;282,286,298,295;0;;180;211.35;442.45;5.51;4.89;3.81
;;;;300,286,309,295;0;;180;220.21;442.45;5.51;2.75;3.81
;;;;372,286,381,295;0;;180;264.18;442.45;5.51;2.75;3.81
;;;;383,286,399,295;0;;180;273.04;442.45;5.51;4.89;3.81
;;;;401,286,411,318;0;;180;282.2;442.45;15.25;3.05;13.56
;;;;413,286,420,300;0;;180;288.61;442.45;7.63;2.14;5.93
;;;;433,286,439,300;0;;180;300.52;442.45;7.63;1.83;5.93
;;;;440,286,444,318;0;;180;304.19;442.45;15.25;1.22;13.56
;;;;446,286,458,318;0;;180;310.29;442.45;15.25;3.66;13.56
;;;;460,286,478,295;0;;180;320.68;442.45;5.51;5.5;3.81
;;;;480,286,498,385;0;;180;332.89;442.45;43.64;5.5;41.95
;;;;203,296,221,299;0;;180;163.71;442.45;11.44;5.5;1.27
;;;;282,296,298,299;0;;180;211.35;442.45;11.44;4.89;1.27
;;;;300,296,309,299;0;;180;220.21;442.45;11.44;2.75;1.27
;;;;311,296,323,299;0;;180;227.84;442.45;11.44;3.66;1.27
;;;;358,296,370,299;0;;180;256.55;442.45;11.44;3.66;1.27
;;;;372,296,381,299;0;;180;264.18;442.45;11.44;2.75;1.27
;;;;383,296,399,299;0;;180;273.04;442.45;11.44;4.89;1.27
;;;;460,296,478,299;0;;180;320.68;442.45;11.44;5.5;1.27
;;;;300,300,303,318;0;;180;218.38;442.45;21.19;0.92;7.63
;;;;305,300,309,318;0;;180;221.73;442.45;21.19;1.22;7.63
;;;;372,300,376,318;0;;180;262.66;442.45;21.19;1.22;7.63
;;;;378,300,381,318;0;;180;266.01;442.45;21.19;0.92;7.63
;;;;243,301,248,312;0;;180;184.17;442.45;19.07;1.53;4.66
;;;;261,301,268,312;0;;180;195.78;442.45;19.07;2.14;4.66
;;;;413,301,420,312;0;;180;288.61;442.45;19.07;2.14;4.66
;;;;433,301,439,312;0;;180;300.52;442.45;19.07;1.83;4.66
;;;;243,313,268,318;0;;180;190.28;442.45;26.69;7.63;2.12
;;;;413,313,439,318;0;;180;294.41;442.45;26.69;7.94;2.12
;;;;242,319,260,326;0;;180;187.53;442.45;32.63;5.5;2.97
;;;;421,319,439,326;0;;180;296.86;442.45;32.63;5.5;2.97
;;;;203,320,221,326;0;;180;163.71;442.45;33.05;5.5;2.54
;;;;282,320,298,326;0;;180;211.35;442.45;33.05;4.89;2.54
;;;;383,320,399,326;0;;180;273.04;442.45;33.05;4.89;2.54
;;;;460,320,478,326;0;;180;320.68;442.45;33.05;5.5;2.54
;;;;203,327,221,333;0;;180;163.71;442.45;38.98;5.5;2.54
;;;;242,327,260,334;0;;180;187.53;442.45;39.41;5.5;2.97
;;;;282,327,298,333;0;;180;211.35;442.45;38.98;4.89;2.54
;;;;383,327,399,333;0;;180;273.04;442.45;38.98;4.89;2.54
;;;;421,327,439,334;0;;180;296.86;442.45;39.41;5.5;2.97
;;;;460,327,478,333;0;;180;320.68;442.45;38.98;5.5;2.54
;;;;223,336,240,383;0;;180;175.62;442.45;63.98;5.19;19.92
;;;;262,336,280,381;0;;180;199.75;442.45;63.14;5.5;19.07
;;;;300,336,303,386;0;;180;218.38;442.45;65.25;0.92;21.19
;;;;305,336,309,386;0;;180;221.73;442.45;65.25;1.22;21.19
;;;;372,336,376,386;0;;180;262.66;442.45;65.25;1.22;21.19
;;;;378,336,381,386;0;;180;266.01;442.45;65.25;0.92;21.19
;;;;401,336,419,381;0;;180;284.64;442.45;63.14;5.5;19.07
;;;;441,336,458,383;0;;180;308.77;442.45;63.98;5.19;19.92
;;;;311,377,326,386;0;;180;228.76;442.45;82.63;4.58;3.81
;;;;355,377,370,386;0;;180;255.63;442.45;82.63;4.58;3.81
;;;;183,397,498,400;0;;180;242.19;442.45;97.03;96.19;1.27
;;;;640,180,655,223;2;;270;344.14;394;87.5;5;9.87
;;;;675,184,698,193;2;;270;344.14;390.98;36.18;1.05;15.13
;;;;706,199,738,205;2;;180;341.14;395.51;51.22;2.14;43.9
;;;;675,210,698,219;2;;270;344.14;397.02;36.18;1.05;15.13
;;;;657,184,665,219;0;;270;344.14;394;69.74;4.07;5.26
;;;;667,184,673,219;0;;270;344.14;394;57.89;4.07;3.95
;;;;700,184,703,193;0;;270;344.14;390.98;16.45;1.05;1.97
;;;;705,184,711,193;0;;270;344.14;390.98;7.89;1.05;3.95
;;;;700,210,703,219;0;;270;344.14;397.02;16.45;1.05;1.97
;;;;705,210,711,219;0;;270;344.14;397.02;7.89;1.05;3.95
;;;;180,518,201,536;2;;0;139.43;448.94;85.44;7.09;8.74
;;;;483,518,504,536;2;;0;343.89;448.94;85.44;7.09;8.74
;;;;311,523,325,532;2;;0;225.47;448.94;84.95;4.72;4.37
;;;;359,523,373,532;2;;0;257.86;448.94;84.95;4.72;4.37
;;;;311,533,323,549;2;;0;224.79;448.94;71.84;4.05;7.77
;;;;361,533,373,549;2;;0;258.53;448.94;71.84;4.05;7.77
;;;;180,537,201,555;2;;0;139.43;448.94;66.99;7.09;8.74
;;;;483,537,504,555;2;;0;343.89;448.94;66.99;7.09;8.74
;;;;311,550,323,565;2;;0;224.79;448.94;55.83;4.05;7.28
;;;;361,550,373,565;2;;0;258.53;448.94;55.83;4.05;7.28
;;;;180,556,201,574;2;;0;139.43;448.94;48.54;7.09;8.74
;;;;483,556,504,574;2;;0;343.89;448.94;48.54;7.09;8.74
;;;;225,558,238,578;2;;0;167.1;448.94;45.63;4.39;9.71
;;;;264,558,277,578;2;;0;193.42;448.94;45.63;4.39;9.71
;;;;407,558,420,578;2;;0;289.91;448.94;45.63;4.39;9.71
;;;;446,558,459,578;2;;0;316.22;448.94;45.63;4.39;9.71
;;;;311,566,323,582;2;;0;224.79;448.94;39.81;4.05;7.77
;;;;361,566,373,582;2;;0;258.53;448.94;39.81;4.05;7.77
;;;;203,573,223,603;2;;0;154.62;448.94;26.21;6.75;14.56
;;;;240,573,262,603;2;;0;180.26;448.94;26.21;7.42;14.56
;;;;279,573,302,603;2;;0;206.91;448.94;26.21;7.76;14.56
;;;;382,573,405,603;2;;0;276.41;448.94;26.21;7.76;14.56
;;;;422,573,444,603;2;;0;303.07;448.94;26.21;7.42;14.56
;;;;461,573,481,603;2;;0;328.71;448.94;26.21;6.75;14.56
;;;;180,575,201,603;2;;0;139.43;448.94;25.24;7.09;13.59
;;;;483,575,504,603;2;;0;343.89;448.94;25.24;7.09;13.59
;;;;311,583,323,599;2;;0;224.79;448.94;23.3;4.05;7.77
;;;;361,583,373,599;2;;0;258.53;448.94;23.3;4.05;7.77
;;;;311,513,326,522;0;;0;225.81;448.94;94.66;5.06;4.37
;;;;358,513,373,522;0;;0;257.52;448.94;94.66;5.06;4.37
;;;;180,514,201,517;0;;0;139.43;448.94;96.6;7.09;1.46
;;;;483,514,504,517;0;;0;343.89;448.94;96.6;7.09;1.46
;;;;223,517,240,557;0;;0;167.1;448.94;75.73;5.74;19.42
;;;;444,517,461,557;0;;0;316.22;448.94;75.73;5.74;19.42
;;;;262,520,280,557;0;;0;193.75;448.94;74.27;6.07;17.96
;;;;300,520,309,565;0;;0;216.36;448.94;70.39;3.04;21.84
;;;;375,520,384,565;0;;0;266.97;448.94;70.39;3.04;21.84
;;;;404,520,422,557;0;;0;289.57;448.94;74.27;6.07;17.96
;;;;203,566,223,572;0;;0;154.62;448.94;44.66;6.75;2.91
;;;;240,566,262,572;0;;0;180.26;448.94;44.66;7.42;2.91
;;;;279,566,302,572;0;;0;206.91;448.94;44.66;7.76;2.91
;;;;382,566,405,572;0;;0;276.41;448.94;44.66;7.76;2.91
;;;;422,566,444,572;0;;0;303.07;448.94;44.66;7.42;2.91
;;;;461,566,481,572;0;;0;328.71;448.94;44.66;6.75;2.91
;;;;225,579,238,613;0;;0;167.1;448.94;18.45;4.39;16.5
;;;;264,579,277,613;0;;0;193.42;448.94;18.45;4.39;16.5
;;;;304,579,309,599;0;;0;217.71;448.94;25.24;1.69;9.71
;;;;375,579,380,599;0;;0;265.62;448.94;25.24;1.69;9.71
;;;;407,579,420,613;0;;0;289.91;448.94;18.45;4.39;16.5
;;;;446,579,459,613;0;;0;316.22;448.94;18.45;4.39;16.5
;;;;304,600,309,603;0;;0;217.71;448.94;13.11;1.69;1.46
;;;;311,600,323,603;0;;0;224.79;448.94;13.11;4.05;1.46
;;;;361,600,373,603;0;;0;258.53;448.94;13.11;4.05;1.46
;;;;375,600,380,603;0;;0;265.62;448.94;13.11;1.69;1.46
;;;;180,604,201,613;0;;0;139.43;448.94;6.31;7.09;4.37
;;;;203,604,223,613;0;;0;154.62;448.94;6.31;6.75;4.37
;;;;240,604,262,613;0;;0;180.26;448.94;6.31;7.42;4.37
;;;;279,604,302,613;0;;0;206.91;448.94;6.31;7.76;4.37
;;;;304,604,323,613;0;;0;222.43;448.94;6.31;6.41;4.37
;;;;361,604,380,613;0;;0;260.89;448.94;6.31;6.41;4.37
;;;;382,604,405,613;0;;0;276.41;448.94;6.31;7.76;4.37
;;;;422,604,444,613;0;;0;303.07;448.94;6.31;7.42;4.37
;;;;461,604,481,613;0;;0;328.71;448.94;6.31;6.75;4.37
;;;;483,604,504,613;0;;0;343.89;448.94;6.31;7.09;4.37
;;;;430,653,448,662;2;;90;257.09;435.29;89.32;3.29;3.88
;;;;237,653,255,662;2;;270;227.91;435.65;87.38;3.29;3.88
;;;;396,653,429,662;2;;90;257.09;444.97;89.32;6.03;3.88
;;;;256,653,289,662;2;;270;227.91;445.34;87.38;6.03;3.88
;;;;396,647,448,652;0;;90;257.09;441.5;97.09;9.5;1.94
;;;;438,663,448,746;0;;90;257.09;433.83;43.69;1.83;39.81
;;;;237,663,247,746;0;;270;227.91;434.19;41.75;1.83;39.81
;;;;237,647,289,652;0;;270;227.91;441.87;95.15;9.5;1.94
;;;;396,663,437,746;0;;90;257.09;443.51;43.69;7.49;39.81
;;;;248,663,289,746;0;;270;227.91;443.88;41.75;7.49;39.81
;;;;125,499,149,510;2;;270;151;444.5;52.97;6.5;5.45
;;;;125,542,135,549;0;;270;151;440.71;5.45;2.71;3.47
;;;;125,524,135,541;0;;270;151;440.71;20.3;2.71;9.41
;;;;125,512,133,523;0;;270;151;439.63;37.62;1.63;5.94
;;;;125,487,149,498;0;;270;151;444.5;66.83;6.5;5.45
;;;;125,481,149,486;0;;270;151;444.5;77.23;6.5;1.98
;;;;125,470,149,480;0;;270;151;444.5;87.13;6.5;4.95
;;;;125,465,149,469;0;;270;151;444.5;96.04;6.5;1.98
;;;;141,542,149,549;0;;270;151;448.83;5.45;2.17;3.47
;;;;141,511,149,541;0;;270;151;448.83;27.72;2.17;16.83
;;;;536,499,560,510;2;;90;331.37;444.72;52.94;6.72;5.88
;;;;536,465,560,469;0;;90;331.37;444.72;95.59;6.72;1.47
;;;;536,470,560,480;0;;90;331.37;444.72;86.76;6.72;5.39
;;;;536,481,560,486;0;;90;331.37;444.72;76.96;6.72;2.45
;;;;536,487,560,498;0;;90;331.37;444.72;66.67;6.72;5.88
;;;;551,512,560,523;0;;90;331.37;439.68;38.24;1.68;5.88
;;;;550,524,560,541;0;;90;331.37;440.8;21.08;2.8;9.31
;;;;550,542,560,549;0;;90;331.37;440.8;6.37;2.8;3.43
;;;;536,511,544,541;0;;90;331.37;449.2;28.43;2.24;16.67
;;;;536,542,544,549;0;;90;331.37;449.2;5.88;2.24;2.94
;;;;204,142,216,208;2;;90;158.83;383;95;18;5
;;;;217,142,229,208;2;;270;174.09;383;95;18;5
;;;;250,142,262,208;2;;90;186.92;383;95;18;5
;;;;263,142,275,208;2;;270;202.19;383;95;18;5
;;;;296,142,308,208;2;;90;215.02;383;95;18;5
;;;;309,142,321,208;2;;270;230.28;383;95;18;5
;;;;356,142,368,208;2;;90;251.66;383;95;18;5
;;;;369,142,381,208;2;;270;266.93;383;95;18;5
;;;;402,142,414,208;2;;90;279.76;383;95;18;5
;;;;415,142,427,208;2;;270;295.03;383;95;18;5
;;;;448,142,460,208;2;;90;307.85;383;95;18;5
;;;;461,142,473,208;2;;270;323.12;383;95;18;5
;;;;204,212,216,285;2;;90;158.83;423.09;95;18;5
;;;;217,212,229,285;2;;270;174.09;423.09;95;18;5
;;;;250,212,262,285;2;;90;186.92;423.09;95;18;5
;;;;263,212,275,285;2;;270;202.19;423.09;95;18;5
;;;;296,212,308,285;2;;90;215.02;423.09;95;18;5
;;;;309,212,321,285;2;;270;230.28;423.09;95;18;5
;;;;356,212,368,285;2;;90;251.66;423.09;95;18;5
;;;;369,212,381,285;2;;270;266.93;423.09;95;18;5
;;;;402,212,414,285;2;;90;279.76;423.09;95;18;5
;;;;415,212,427,285;2;;270;295.03;423.09;95;18;5
;;;;448,212,460,285;2;;90;307.85;423.09;95;18;5
;;;;461,212,473,285;2;;270;323.12;423.09;95;18;5
